n,d,graph_family,graph_seed,num_edges,n_pairs,edge_fraction,SND,SND_G_u,ratio,ratio_reciprocal,abs_distortion,lower_bound,pi_G,upper_bound,lambda_2,spectral_gap,d_max,is_ramanujan,ramanujan_bound,time_full_ms,time_graph_ms,data_source,D_nuclear_norm,D_op_norm,D_fro_norm,D_max_entry,D_nuclear_over_n_snd,D_nuclear_over_n_dmax,D_stable_rank,diagnostic_SND_recomputed,spectral_rel_bound,spectral_abs_bound
50,6,uniform,1631,150,1225,0.1224489795918367,0.0046265386044979,0.0046617332845926,0.9924503016483076,1.0076071298876663,3.519468009471893e-05,0.1224489795918367,98.0,12.0,3.8198643028481514,0.681677974762654,12,True,6.6332495807108,149.1349518939387,18.308987509226423,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,uniform,11631,150,1225,0.1224489795918367,0.0046265386044979,0.0046413033269345,0.996818841304557,1.0031913107614217,1.4764722436666489e-05,0.1224489795918367,98.0,12.0,4.058775574056384,0.661768702161968,12,True,6.6332495807108,149.61702600121498,18.2878763996996,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,uniform,21631,150,1225,0.1224489795918367,0.0046265386044979,0.0046179075725376,1.0018690352339612,0.9981344515418378,8.631031960248947e-06,0.1224489795918367,98.0,12.0,3.9641628301060465,0.6696530974911628,12,True,6.6332495807108,148.97179340478033,18.42198289814405,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,uniform,31631,150,1225,0.1224489795918367,0.0046265386044979,0.0046072993427515,1.004175821954498,0.9958415430214498,1.9239261746406555e-05,0.1224489795918367,98.0,11.999999999999998,4.516324935584498,0.5483675064415502,10,True,6.0,149.31587669998407,18.276192602934316,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,uniform,41631,150,1225,0.1224489795918367,0.0046265386044979,0.0046688062138855,0.9909468057890414,1.009135903317989,4.2267609387636185e-05,0.1224489795918367,63.68888888888889,7.798639455782314,4.317040227940551,0.60754179745995,11,True,6.324555320336759,149.1796492075082,18.323843099642545,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,knn,1475,188,1225,0.153469387755102,0.0046265386044979,0.0046273223124444,0.9998306346751704,1.000169394014302,7.837079465389252e-07,0.153469387755102,241.5418354158047,37.06927759850717,7.274059946399129,0.272594005360087,10,False,6.0,148.78473929711618,23.052949598059055,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,knn,11475,188,1225,0.153469387755102,0.0046265386044979,0.0046273223124444,0.9998306346751704,1.000169394014302,7.837079465389252e-07,0.153469387755102,241.5418354158047,37.06927759850717,7.274059946399129,0.272594005360087,10,False,6.0,148.3200386108365,23.014752491144463,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,knn,21475,188,1225,0.153469387755102,0.0046265386044979,0.0046273223124444,0.9998306346751704,1.000169394014302,7.837079465389252e-07,0.153469387755102,241.5418354158047,37.06927759850717,7.274059946399129,0.272594005360087,10,False,6.0,148.24320070329122,23.035399802029133,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,knn,31475,188,1225,0.153469387755102,0.0046265386044979,0.0046273223124444,0.9998306346751704,1.000169394014302,7.837079465389252e-07,0.153469387755102,241.5418354158047,37.06927759850717,7.274059946399129,0.272594005360087,10,False,6.0,148.4942838025745,23.020430997712538,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
50,6,knn,41475,188,1225,0.153469387755102,0.0046265386044979,0.0046273223124444,0.9998306346751704,1.000169394014302,7.837079465389252e-07,0.153469387755102,241.5418354158047,37.06927759850717,7.274059946399129,0.272594005360087,10,False,6.0,148.7195157969836,23.135889013065025,synthetic,0.4545067778809104,0.22725338894045524,0.22958406569263803,0.005204753950238228,1.9636776412600445,1.7465062987659852,1.0206168831991127,0.004629138391464949,,
